"global_turn_id";"query";"target_answer";"alternative_answer";"level_0_query_need";"level_1_query_need";"is_exact_query_answer_match";"is_internal_knowledge_source";"is_reasoning";"recipe_id";"recipe_title";"sentence";"step_number";"step_text";"conv_id";"turn_id";"is_generated";"sentence_number";"is_template";"step_id"
"49_12";"what seasoning do I add?";"salt and and optional thai chili or red pepper flakes";"";"fact";"ingredient";"False";"True";"False";"46";"Thai-Style Beef With Basil and Chilies (Phat Bai Horapha) Recipe";"Season to taste with salt and and optional Thai chili or red pepper flakes.";"5";"Add sauce mixture to wok and cook, tossing and stirring constantly, until completely reduced. (The beef should look moist, but there should be no liquid in the bottom of the wok.) Immediately add basil and toss to combine. Season to taste with salt and and optional Thai chili or red pepper flakes. Transfer to a serving platter. Top with more makrut lime threads and fried shallots. Serve immediately with rice.";"49";"12";"False";"3";"False";"376"
"50_1";"Alexa which leaves do I need to use?";"fenugreek";"";"fact";"ingredient";"True";"True";"False";"20";"Butter Chicken Recipe";"In a small skillet, toast fenugreek leaves (or fenugreek seeds, if using) over medium heat, tossing them constantly, until quite fragrant, about 30 seconds.";"1";"To Marinate the Chicken: In a small skillet, toast fenugreek leaves (or fenugreek seeds, if using) over medium heat, tossing them constantly, until quite fragrant, about 30 seconds. Transfer toasted leaves to spice grinder or mortar and pestle and grind to fine powder. Set aside.";"50";"1";"False";"1";"False";"155"
"50_2";"Alexa what do I have to marinate?";"chicken";"";"fact";"ingredient";"True";"True";"False";"20";"Butter Chicken Recipe";"To Marinate the Chicken:";"1";"To Marinate the Chicken: In a small skillet, toast fenugreek leaves (or fenugreek seeds, if using) over medium heat, tossing them constantly, until quite fragrant, about 30 seconds. Transfer toasted leaves to spice grinder or mortar and pestle and grind to fine powder. Set aside.";"50";"2";"False";"1";"False";"155"
"50_3";"Alexa what is a skillet?";"small skillet";"";"fact";"knowledge";"True";"True";"False";"20";"Butter Chicken Recipe";"In a small skillet, toast fenugreek leaves (or fenugreek seeds, if using) over medium heat, tossing them constantly, until quite fragrant, about 30 seconds.";"1";"To Marinate the Chicken: In a small skillet, toast fenugreek leaves (or fenugreek seeds, if using) over medium heat, tossing them constantly, until quite fragrant, about 30 seconds. Transfer toasted leaves to spice grinder or mortar and pestle and grind to fine powder. Set aside.";"50";"3";"False";"1";"False";"155"
"50_4";"What's the first step to marinate the chicken?";"In a small skillet, toast fenugreek leaves (or fenugreek seeds, if using) over medium heat, tossing them constantly, until quite fragrant, about 30 seconds.";"";"competence";"preparation";"True";"True";"False";"20";"Butter Chicken Recipe";"To Marinate the Chicken: In a small skillet, toast fenugreek leaves (or fenugreek seeds, if using) over medium heat, tossing them constantly, until quite fragrant, about 30 seconds.";"1";"To Marinate the Chicken: In a small skillet, toast fenugreek leaves (or fenugreek seeds, if using) over medium heat, tossing them constantly, until quite fragrant, about 30 seconds. Transfer toasted leaves to spice grinder or mortar and pestle and grind to fine powder. Set aside.";"50";"4";"True";"1";"False";"155"
"50_5";"How should the fenugreek leaves be prepared for the marinade?";"Toast fenugreek leaves over medium heat, tossing them constantly, until quite fragrant, about 30 seconds, and then grind to fine powder.";"";"competence";"cooking_technique";"True";"True";"False";"20";"Butter Chicken Recipe";"To Marinate the Chicken: In a small skillet, toast fenugreek leaves (or fenugreek seeds, if using) over medium heat, tossing them constantly, until quite fragrant, about 30 seconds. Transfer toasted leaves to spice grinder or mortar and pestle and grind to fine powder.";"1";"To Marinate the Chicken: In a small skillet, toast fenugreek leaves (or fenugreek seeds, if using) over medium heat, tossing them constantly, until quite fragrant, about 30 seconds. Transfer toasted leaves to spice grinder or mortar and pestle and grind to fine powder. Set aside.";"50";"5";"True";"1";"False";"155"
"50_6";"What do I do after toasting the fenugreek leaves or seeds?";"Transfer toasted leaves to spice grinder or mortar and pestle and grind to fine powder.";"";"competence";"preparation";"True";"True";"False";"20";"Butter Chicken Recipe";"Transfer toasted leaves to spice grinder or mortar and pestle and grind to fine powder.";"1";"To Marinate the Chicken: In a small skillet, toast fenugreek leaves (or fenugreek seeds, if using) over medium heat, tossing them constantly, until quite fragrant, about 30 seconds. Transfer toasted leaves to spice grinder or mortar and pestle and grind to fine powder. Set aside.";"50";"6";"True";"2";"False";"155"
"50_7";"How do I set up the baking sheet for this step?";"In the center of a rimmed baking sheet, create a roughly 9- by 13-inch aluminum-foil boat with 1-inch sides, and set aside.";"";"competence";"preparation";"True";"True";"False";"20";"Butter Chicken Recipe";"In the center of a rimmed baking sheet, create a roughly 9- by 13-inch aluminum-foil boat with 1-inch sides, and set aside.";"2";"In the center of a rimmed baking sheet, create a roughly 9- by 13-inch aluminum-foil boat with 1-inch sides, and set aside. (Alternatively, if you have a 1/4 rimmed baking sheet, use that instead, omitting foil.) In a medium mixing bowl, stir together yogurt, garam masala, salt, black salt, grated ginger, and ground fenugreek leaves.";"50";"7";"True";"1";"False";"156"
"50_8";"What can I use if I don't have an aluminum foil?";"if you have a 1/4 rimmed baking sheet, use that instead, omitting foil.";"";"competence";"preparation";"True";"True";"False";"20";"Butter Chicken Recipe";"(Alternatively, if you have a 1/4 rimmed baking sheet, use that instead, omitting foil.) In a medium mixing bowl, stir together yogurt, garam masala, salt, black salt, grated ginger, and ground fenugreek leaves.";"2";"In the center of a rimmed baking sheet, create a roughly 9- by 13-inch aluminum-foil boat with 1-inch sides, and set aside. (Alternatively, if you have a 1/4 rimmed baking sheet, use that instead, omitting foil.) In a medium mixing bowl, stir together yogurt, garam masala, salt, black salt, grated ginger, and ground fenugreek leaves.";"50";"8";"True";"2";"False";"156"
"50_11";"Alexa how much of the fenugreek seeds should I mix in?";"2 teaspoons";"";"fact";"amount";"False";"True";"False";"20";"Butter Chicken Recipe";"In a medium mixing bowl, stir together yogurt, garam masala, salt, black salt, grated ginger, and ground fenugreek leaves.";"2";"In the center of a rimmed baking sheet, create a roughly 9- by 13-inch aluminum-foil boat with 1-inch sides, and set aside. (Alternatively, if you have a 1/4 rimmed baking sheet, use that instead, omitting foil.) In a medium mixing bowl, stir together yogurt, garam masala, salt, black salt, grated ginger, and ground fenugreek leaves.";"50";"11";"False";"3";"False";"156"
"51_1";"How should I season the short ribs?";"Season short ribs all over with salt and pepper.";"";"competence";"preparation";"True";"True";"False";"39";"Red Wine–Braised Beef Short Ribs Recipe";"Season short ribs all over with salt and pepper.";"1";"Preheat oven to 300°F (150°C). Season short ribs all over with salt and pepper. Heat oil in a large Dutch oven over medium-high heat until shimmering. Working in batches, add short ribs and brown on all sides, about 4 minutes per side. Transfer browned short ribs to a platter and repeat with remaining short ribs.";"51";"1";"True";"2";"False";"319"
"51_2";"Alexa where does the Heat have to be on a scale let me know please?";"medium-high heat";"";"fact";"temperature";"True";"True";"False";"39";"Red Wine–Braised Beef Short Ribs Recipe";"Heat oil in a large Dutch oven over medium-high heat until shimmering.";"1";"Preheat oven to 300°F (150°C). Season short ribs all over with salt and pepper. Heat oil in a large Dutch oven over medium-high heat until shimmering. Working in batches, add short ribs and brown on all sides, about 4 minutes per side. Transfer browned short ribs to a platter and repeat with remaining short ribs.";"51";"2";"False";"3";"False";"319"
"51_3";"Alexa what do I have to do to the oil in the large dutch oven?";"heat";"";"competence";"preparation";"True";"True";"False";"39";"Red Wine–Braised Beef Short Ribs Recipe";"Heat oil in a large Dutch oven over medium-high heat until shimmering.";"1";"Preheat oven to 300°F (150°C). Season short ribs all over with salt and pepper. Heat oil in a large Dutch oven over medium-high heat until shimmering. Working in batches, add short ribs and brown on all sides, about 4 minutes per side. Transfer browned short ribs to a platter and repeat with remaining short ribs.";"51";"3";"False";"3";"False";"319"
"51_4";"How do I cook the short ribs in the Dutch oven?";"Heat oil in a large Dutch oven over medium-high heat until shimmering. Working in batches, add short ribs and brown on all sides, about 4 minutes per side.";"";"competence";"cooking_technique";"True";"True";"False";"39";"Red Wine–Braised Beef Short Ribs Recipe";"Heat oil in a large Dutch oven over medium-high heat until shimmering. Working in batches, add short ribs and brown on all sides, about 4 minutes per side.";"1";"Preheat oven to 300°F (150°C). Season short ribs all over with salt and pepper. Heat oil in a large Dutch oven over medium-high heat until shimmering. Working in batches, add short ribs and brown on all sides, about 4 minutes per side. Transfer browned short ribs to a platter and repeat with remaining short ribs.";"51";"4";"True";"3";"False";"319"
"51_5";"how long do I have to do this process for Alexa?";"about 4 minutes";"";"fact";"time";"True";"True";"False";"39";"Red Wine–Braised Beef Short Ribs Recipe";"Working in batches, add short ribs and brown on all sides, about 4 minutes per side.";"1";"Preheat oven to 300°F (150°C). Season short ribs all over with salt and pepper. Heat oil in a large Dutch oven over medium-high heat until shimmering. Working in batches, add short ribs and brown on all sides, about 4 minutes per side. Transfer browned short ribs to a platter and repeat with remaining short ribs.";"51";"5";"False";"4";"False";"319"
"51_6";"which vegetables do I need to add to this recipe?";"celery, carrot, onion, and garlic";"";"fact";"ingredient";"False";"True";"False";"39";"Red Wine–Braised Beef Short Ribs Recipe";"Return to the heat and add celery, carrot, onion, and garlic.";"2";"Pour off all but 2 tablespoons of fat from the Dutch oven. Return to the heat and add celery, carrot, onion, and garlic. Cook, stirring, until browned, about 6 minutes. Stir in tomato paste and cook for 1 minute longer; lower heat at any point if the contents of the pot threaten to burn.";"51";"6";"False";"2";"False";"320"
"51_7";"How should I prepare the celery, carrot, onion, and garlic?";"Cook, stirring, until browned, about 6 minutes.";"";"competence";"cooking_technique";"True";"True";"False";"39";"Red Wine–Braised Beef Short Ribs Recipe";"Cook, stirring, until browned, about 6 minutes.";"2";"Pour off all but 2 tablespoons of fat from the Dutch oven. Return to the heat and add celery, carrot, onion, and garlic. Cook, stirring, until browned, about 6 minutes. Stir in tomato paste and cook for 1 minute longer; lower heat at any point if the contents of the pot threaten to burn.";"51";"7";"True";"3";"False";"320"
"51_8";"how long am I supposed to do this whole process for?";"about 6 minutes";"";"fact";"time";"True";"True";"False";"39";"Red Wine–Braised Beef Short Ribs Recipe";"Cook, stirring, until browned, about 6 minutes.";"2";"Pour off all but 2 tablespoons of fat from the Dutch oven. Return to the heat and add celery, carrot, onion, and garlic. Cook, stirring, until browned, about 6 minutes. Stir in tomato paste and cook for 1 minute longer; lower heat at any point if the contents of the pot threaten to burn.";"51";"8";"False";"3";"False";"320"
"51_9";"What herbs should I add in this recipe step?";"Add thyme and bay leaves.";"";"competence";"preparation";"True";"True";"False";"39";"";"Add thyme and bay leaves, cover partially, then transfer to oven, and cook until beef is fork-tender, 2 to 3 hours.";"4";"Return short ribs to pot along with any accumulated juices, nestling them into braising liquids. Add thyme and bay leaves, cover partially, then transfer to oven, and cook until beef is fork-tender, 2 to 3 hours.";"51";"9";"True";"2";"False";"322"
"51_10";"What do I need to do with the port?";"bring port to a very gentle simmer, regulating heat to maintain that simmer. Cook, uncovered, and reduce until syrupy, about 1 hour; should yield about 1/2 cup (120ml) in volume.";"";"competence";"preparation";"True";"True";"False";"39";"";"Meanwhile, in a large saucepan, bring port to a very gentle simmer, regulating heat to maintain that simmer. Cook, uncovered, and reduce until syrupy, about 1 hour; should yield about 1/2 cup (120ml) in volume.";"5";"Meanwhile, in a large saucepan, bring port to a very gentle simmer, regulating heat to maintain that simmer. Cook, uncovered, and reduce until syrupy, about 1 hour; should yield about 1/2 cup (120ml) in volume. Set aside.";"51";"10";"True";"1";"False";"323"
"51_11";"How do I handle the short ribs once they're done cooking?";"Carefully remove short ribs from pot and transfer to a clean platter (they will be very tender, so the bones may slip out; try to hold them together as you transfer them).";"";"competence";"cooking_technique";"True";"True";"False";"39";"";"Carefully remove short ribs from pot and transfer to a clean platter (they will be very tender, so the bones may slip out; try to hold them together as you transfer them).";"6";"Carefully remove short ribs from pot and transfer to a clean platter (they will be very tender, so the bones may slip out; try to hold them together as you transfer them). Tent with foil.";"51";"11";"True";"1";"False";"324"
"51_12";"What happens after the short ribs are put on a platter?";"Tent them with foil.";"";"competence";"preparation";"True";"True";"False";"39";"";"Tent with foil.";"6";"Carefully remove short ribs from pot and transfer to a clean platter (they will be very tender, so the bones may slip out; try to hold them together as you transfer them). Tent with foil.";"51";"12";"True";"2";"False";"324"
"51_13";"How should I handle the braising liquid after skimming off the fat?";"Strain braising liquid through a fine-mesh strainer set over a large heatproof bowl, pressing on solids to extract as much liquid as possible.";"";"competence";"preparation";"True";"True";"False";"39";"";"Strain braising liquid through a fine-mesh strainer set over a large heatproof bowl, pressing on solids to extract as much liquid as possible.";"7";"Skim accumulated fat from surface of braising liquid and discard. Strain braising liquid through a fine-mesh strainer set over a large heatproof bowl, pressing on solids to extract as much liquid as possible.";"51";"13";"True";"2";"False";"325"
"51_14";"How do I properly strain the braising liquid?";"Strain braising liquid through a fine-mesh strainer set over a large heatproof bowl, pressing on solids to extract as much liquid as possible.";"";"competence";"cooking_technique";"True";"True";"False";"39";"";"Strain braising liquid through a fine-mesh strainer set over a large heatproof bowl, pressing on solids to extract as much liquid as possible.";"7";"Skim accumulated fat from surface of braising liquid and discard. Strain braising liquid through a fine-mesh strainer set over a large heatproof bowl, pressing on solids to extract as much liquid as possible.";"51";"14";"True";"2";"False";"325"
"51_15";"What is the process after returning the strained braising liquid to the Dutch oven?";"Return to heat and bring to a gentle simmer, adjusting heat to maintain simmer. Simmer until braising liquid is reduced to 2 cups, about 1 hour; skim any foam that accumulates on the surface as needed.";"";"competence";"preparation";"True";"True";"False";"39";"";"Return to heat and bring to a gentle simmer, adjusting heat to maintain simmer. Simmer until braising liquid is reduced to 2 cups, about 1 hour; skim any foam that accumulates on the surface as needed.";"8";"Rinse out Dutch oven, then return strained braising liquid to it. Return to heat and bring to a gentle simmer, adjusting heat to maintain simmer. Simmer until braising liquid is reduced to 2 cups, about 1 hour; skim any foam that accumulates on the surface as needed. Add port wine reduction to braising liquid.";"51";"15";"True";"2";"False";"326"
"51_16";"What do I do if foam accumulates on the surface of the simmering liquid?";"Skim any foam that accumulates on the surface as needed.";"";"competence";"cooking_technique";"True";"True";"False";"39";"";"Simmer until braising liquid is reduced to 2 cups, about 1 hour; skim any foam that accumulates on the surface as needed.";"8";"Rinse out Dutch oven, then return strained braising liquid to it. Return to heat and bring to a gentle simmer, adjusting heat to maintain simmer. Simmer until braising liquid is reduced to 2 cups, about 1 hour; skim any foam that accumulates on the surface as needed. Add port wine reduction to braising liquid.";"51";"16";"True";"3";"False";"326"
"51_17";"How do I properly thicken the sauce using the cornstarch slurry?";"whisk in the cornstarch slurry and bring to a simmer until thickened slightly.";"";"competence";"cooking_technique";"True";"True";"False";"39";"";"If it's still a little thin, whisk in the cornstarch slurry and bring to a simmer until thickened slightly.";"9";"The sauce should be thick enough to coat the back of a spoon and leave a trail when you drag your finger through it. If it's still a little thin, whisk in the cornstarch slurry and bring to a simmer until thickened slightly.";"51";"17";"True";"2";"False";"327"
"51_18";"What should I do if the sauce is still too thin?";"If it's still a little thin, whisk in the cornstarch slurry and bring to a simmer until thickened slightly.";"";"competence";"preparation";"True";"True";"False";"39";"";"If it's still a little thin, whisk in the cornstarch slurry and bring to a simmer until thickened slightly.";"9";"The sauce should be thick enough to coat the back of a spoon and leave a trail when you drag your finger through it. If it's still a little thin, whisk in the cornstarch slurry and bring to a simmer until thickened slightly.";"51";"18";"True";"2";"False";"327"
"51_19";"What am I supposed to do with the short ribs after seasoning the sauce?";"Return short ribs to Dutch oven, spooning the sauce all over and around them to glaze and rewarm.";"";"competence";"preparation";"True";"True";"False";"39";"";"Return short ribs to Dutch oven, spooning the sauce all over and around them to glaze and rewarm.";"10";"Season sauce with salt and pepper to taste. Return short ribs to Dutch oven, spooning the sauce all over and around them to glaze and rewarm. Serve.";"51";"19";"True";"2";"False";"328"
"51_20";"How should I serve the short ribs?";"Serve.";"";"competence";"preparation";"True";"True";"False";"39";"";"Serve.";"10";"Season sauce with salt and pepper to taste. Return short ribs to Dutch oven, spooning the sauce all over and around them to glaze and rewarm. Serve.";"51";"20";"True";"3";"False";"328"
"52_1";"How can I get a fine powder from these spices?";"Combine cumin, coriander, star anise, cloves, peppercorns, cinnamon, nutmeg, mace, turmeric, and cardamom in a spice grinder and grind to a fine powder.";"";"competence";"cooking_technique";"True";"True";"False";"21";"Chickpea, Coconut, and Cashew Curry Recipe";"Combine cumin, coriander, star anise, cloves, peppercorns, cinnamon, nutmeg, mace, turmeric, and cardamom in a spice grinder and grind to a fine powder.";"1";"Combine cumin, coriander, star anise, cloves, peppercorns, cinnamon, nutmeg, mace, turmeric, and cardamom in a spice grinder and grind to a fine powder. Set aside.";"52";"1";"True";"1";"False";"167"
"52_2";"what do I need to combine in spice grinder?";"cumin, coriander, star anise, cloves, peppercorns, cinnamon, nutmeg, mace, turmeric, and cardamom";"";"fact";"ingredient";"False";"True";"False";"21";"Chickpea, Coconut, and Cashew Curry Recipe";"Combine cumin, coriander, star anise, cloves, peppercorns, cinnamon, nutmeg, mace, turmeric, and cardamom in a spice grinder and grind to a fine powder.";"1";"Combine cumin, coriander, star anise, cloves, peppercorns, cinnamon, nutmeg, mace, turmeric, and cardamom in a spice grinder and grind to a fine powder. Set aside.";"52";"2";"False";"1";"False";"167"
"52_3";"what do I need to combine in the spice grinder?";"cumin, coriander, star anise, cloves, peppercorns, cinnamon, nutmeg, mace, turmeric, and cardamom";"";"fact";"ingredient";"False";"True";"False";"21";"Chickpea, Coconut, and Cashew Curry Recipe";"Combine cumin, coriander, star anise, cloves, peppercorns, cinnamon, nutmeg, mace, turmeric, and cardamom in a spice grinder and grind to a fine powder.";"1";"Combine cumin, coriander, star anise, cloves, peppercorns, cinnamon, nutmeg, mace, turmeric, and cardamom in a spice grinder and grind to a fine powder. Set aside.";"52";"3";"False";"1";"False";"167"
"52_4";"What should I do after grinding the spices?";"Set aside.";"";"competence";"preparation";"True";"True";"False";"21";"Chickpea, Coconut, and Cashew Curry Recipe";"Set aside.";"1";"Combine cumin, coriander, star anise, cloves, peppercorns, cinnamon, nutmeg, mace, turmeric, and cardamom in a spice grinder and grind to a fine powder. Set aside.";"52";"4";"True";"2";"False";"167"
"52_5";"how much heat should I use?";"medium-high heat";"";"fact";"temperature";"True";"True";"False";"21";"Chickpea, Coconut, and Cashew Curry Recipe";"Heat oil, butter, or ghee in a large saucepan over medium-high heat until melted (or until oil is shimmering).";"2";"Heat oil, butter, or ghee in a large saucepan over medium-high heat until melted (or until oil is shimmering). Add onion, garlic, ginger, and chili. Cook, stirring frequently, and scraping bottom of pan until golden brown and starting to burn in spots, about 10 minutes. Add cayenne, cashews, and half of spice mixture. Cook, stirring constantly until fragrant, about 30 seconds. Add coconut milk and remove from heat. Scrape up any browned bits from bottom of pan.";"52";"5";"False";"1";"False";"168"
"52_6";"what do I do with the oil and butter?";"heat";"";"competence";"preparation";"True";"True";"False";"21";"Chickpea, Coconut, and Cashew Curry Recipe";"Heat oil, butter, or ghee in a large saucepan over medium-high heat until melted (or until oil is shimmering).";"2";"Heat oil, butter, or ghee in a large saucepan over medium-high heat until melted (or until oil is shimmering). Add onion, garlic, ginger, and chili. Cook, stirring frequently, and scraping bottom of pan until golden brown and starting to burn in spots, about 10 minutes. Add cayenne, cashews, and half of spice mixture. Cook, stirring constantly until fragrant, about 30 seconds. Add coconut milk and remove from heat. Scrape up any browned bits from bottom of pan.";"52";"6";"False";"1";"False";"168"
"52_7";"What should I do after heating the oil, butter, or ghee?";"Add onion, garlic, ginger, and chili.";"";"competence";"preparation";"True";"True";"False";"21";"Chickpea, Coconut, and Cashew Curry Recipe";"Add onion, garlic, ginger, and chili.";"2";"Heat oil, butter, or ghee in a large saucepan over medium-high heat until melted (or until oil is shimmering). Add onion, garlic, ginger, and chili. Cook, stirring frequently, and scraping bottom of pan until golden brown and starting to burn in spots, about 10 minutes. Add cayenne, cashews, and half of spice mixture. Cook, stirring constantly until fragrant, about 30 seconds. Add coconut milk and remove from heat. Scrape up any browned bits from bottom of pan.";"52";"7";"True";"2";"False";"168"
"52_8";"what do I add to the onion chili?";"garlic, ginger";"";"fact";"ingredient";"False";"True";"False";"21";"Chickpea, Coconut, and Cashew Curry Recipe";"Add onion, garlic, ginger, and chili.";"2";"Heat oil, butter, or ghee in a large saucepan over medium-high heat until melted (or until oil is shimmering). Add onion, garlic, ginger, and chili. Cook, stirring frequently, and scraping bottom of pan until golden brown and starting to burn in spots, about 10 minutes. Add cayenne, cashews, and half of spice mixture. Cook, stirring constantly until fragrant, about 30 seconds. Add coconut milk and remove from heat. Scrape up any browned bits from bottom of pan.";"52";"8";"False";"2";"False";"168"
"52_9";"After blending, what are the next steps in the recipe?";"Return mixture to pot. Add chickpeas, spinach, and remaining spice mix and cook over low heat, stirring constantly, until vegetables are heated through and spinach is wilted, about 10 minutes. Add salt and lime juice to taste. Stir in half of cilantro.";"";"competence";"preparation";"True";"True";"False";"21";"Chickpea, Coconut, and Cashew Curry Recipe";"Return mixture to pot. Add chickpeas, spinach, and remaining spice mix and cook over low heat, stirring constantly, until vegetables are heated through and spinach is wilted, about 10 minutes. Add salt and lime juice to taste. Stir in half of cilantro.";"3";"Transfer mixture to blender and starting a low speed, slowly increase speed to maximum. Blend until smooth, about 30 seconds. Return mixture to pot. Add chickpeas, spinach, and remaining spice mix and cook over low heat, stirring constantly, until vegetables are heated through and spinach is wilted, about 10 minutes. Add salt and lime juice to taste. Stir in half of cilantro.";"52";"9";"True";"3";"False";"169"
"52_11";"what do I add to chickpeas and remaining spice mix?";"spinach";"";"fact";"ingredient";"True";"True";"False";"21";"Chickpea, Coconut, and Cashew Curry Recipe";"Add chickpeas, spinach, and remaining spice mix and cook over low heat, stirring constantly, until vegetables are heated through and spinach is wilted, about 10 minutes.";"3";"Transfer mixture to blender and starting a low speed, slowly increase speed to maximum. Blend until smooth, about 30 seconds. Return mixture to pot. Add chickpeas, spinach, and remaining spice mix and cook over low heat, stirring constantly, until vegetables are heated through and spinach is wilted, about 10 minutes. Add salt and lime juice to taste. Stir in half of cilantro.";"52";"11";"False";"4";"False";"169"
"52_12";"how much salt should I add?";"<no answer>";"";"fact";"amount";"False";"True";"False";"21";"Chickpea, Coconut, and Cashew Curry Recipe";"Add salt and lime juice to taste.";"3";"Transfer mixture to blender and starting a low speed, slowly increase speed to maximum. Blend until smooth, about 30 seconds. Return mixture to pot. Add chickpeas, spinach, and remaining spice mix and cook over low heat, stirring constantly, until vegetables are heated through and spinach is wilted, about 10 minutes. Add salt and lime juice to taste. Stir in half of cilantro.";"52";"12";"False";"5";"False";"169"
"52_13";"how much lime should I add?";"1/4 cup fresh juice from 3 to 4 limes";"";"fact";"amount";"False";"True";"False";"21";"Chickpea, Coconut, and Cashew Curry Recipe";"Add salt and lime juice to taste.";"3";"Transfer mixture to blender and starting a low speed, slowly increase speed to maximum. Blend until smooth, about 30 seconds. Return mixture to pot. Add chickpeas, spinach, and remaining spice mix and cook over low heat, stirring constantly, until vegetables are heated through and spinach is wilted, about 10 minutes. Add salt and lime juice to taste. Stir in half of cilantro.";"52";"13";"False";"5";"False";"169"
"53_1";"What is the best way to soften the lasagna noodles for this recipe?";"Place lasagna noodles in a 9- by 13-inch baking dish and cover with warm water. Let soak 15 minutes";"";"competence";"cooking_technique";"True";"True";"False";"35";"Creamy Brussels Sprout and Mushroom Lasagna Recipe";"Place lasagna noodles in a 9- by 13-inch baking dish and cover with warm water. Let soak 15 minutes, then arrange on a clean kitchen towel or paper towels to dry.";"1";"Place lasagna noodles in a 9- by 13-inch baking dish and cover with warm water. Let soak 15 minutes, then arrange on a clean kitchen towel or paper towels to dry. Set aside.";"53";"1";"True";"1";"False";"285"
"53_2";"Alexa what do I need to cover the baking dish with?";"warm water";"";"fact";"ingredient";"True";"True";"False";"35";"Creamy Brussels Sprout and Mushroom Lasagna Recipe";"Place lasagna noodles in a 9- by 13-inch baking dish and cover with warm water.";"1";"Place lasagna noodles in a 9- by 13-inch baking dish and cover with warm water. Let soak 15 minutes, then arrange on a clean kitchen towel or paper towels to dry. Set aside.";"53";"2";"False";"1";"False";"285"
"53_3";"how long do I need to soak it for?";"15 minutes";"";"fact";"time";"True";"True";"False";"35";"Creamy Brussels Sprout and Mushroom Lasagna Recipe";"Let soak 15 minutes, then arrange on a clean kitchen towel or paper towels to dry.";"1";"Place lasagna noodles in a 9- by 13-inch baking dish and cover with warm water. Let soak 15 minutes, then arrange on a clean kitchen towel or paper towels to dry. Set aside.";"53";"3";"False";"2";"False";"285"
"53_4";"After soaking the lasagna noodles, what should be done next?";"arrange on a clean kitchen towel or paper towels to dry.";"";"competence";"preparation";"True";"True";"False";"35";"Creamy Brussels Sprout and Mushroom Lasagna Recipe";"Let soak 15 minutes, then arrange on a clean kitchen towel or paper towels to dry.";"1";"Place lasagna noodles in a 9- by 13-inch baking dish and cover with warm water. Let soak 15 minutes, then arrange on a clean kitchen towel or paper towels to dry. Set aside.";"53";"4";"True";"2";"False";"285"
"53_5";"what do I put the noodles on to dry them with?";"clean kitchen towel";"";"fact";"equipment";"True";"True";"False";"35";"Creamy Brussels Sprout and Mushroom Lasagna Recipe";"Let soak 15 minutes, then arrange on a clean kitchen towel or paper towels to dry.";"1";"Place lasagna noodles in a 9- by 13-inch baking dish and cover with warm water. Let soak 15 minutes, then arrange on a clean kitchen towel or paper towels to dry. Set aside.";"53";"5";"False";"2";"False";"285"
"53_6";"what do I need to put in the food processor?";"mushrooms";"";"fact";"ingredient";"True";"True";"False";"35";"Creamy Brussels Sprout and Mushroom Lasagna Recipe";"Place 1/4 of mushrooms in the bowl of a food processor.";"2";"Place 1/4 of mushrooms in the bowl of a food processor. Pulse until roughly chopped, 6 to 8 short pulses. Transfer to a large bowl and set aside. Repeat with remaining three batches of mushrooms. Fit food processor with grater attachment and grate all of the Brussels sprouts. Transfer to a large bowl and set aside.";"53";"6";"False";"1";"False";"286"
"53_7";"How should the mushrooms be processed?";"Pulse until roughly chopped, 6 to 8 short pulses.";"";"competence";"cooking_technique";"True";"True";"False";"35";"Creamy Brussels Sprout and Mushroom Lasagna Recipe";"Pulse until roughly chopped, 6 to 8 short pulses.";"2";"Place 1/4 of mushrooms in the bowl of a food processor. Pulse until roughly chopped, 6 to 8 short pulses. Transfer to a large bowl and set aside. Repeat with remaining three batches of mushrooms. Fit food processor with grater attachment and grate all of the Brussels sprouts. Transfer to a large bowl and set aside.";"53";"7";"True";"2";"False";"286"
"53_8";"where do I put the mushrooms after I have put them in the food processor?";"large bowl";"bowl";"fact";"equipment";"True";"True";"False";"35";"Creamy Brussels Sprout and Mushroom Lasagna Recipe";"Transfer to a large bowl and set aside.";"2";"Place 1/4 of mushrooms in the bowl of a food processor. Pulse until roughly chopped, 6 to 8 short pulses. Transfer to a large bowl and set aside. Repeat with remaining three batches of mushrooms. Fit food processor with grater attachment and grate all of the Brussels sprouts. Transfer to a large bowl and set aside.";"53";"8";"False";"3";"False";"286"
"53_9";"what else do I need to put in the food processor?";"emaining three batches of mushrooms";"";"fact";"ingredient";"False";"True";"False";"35";"Creamy Brussels Sprout and Mushroom Lasagna Recipe";"Repeat with remaining three batches of mushrooms.";"2";"Place 1/4 of mushrooms in the bowl of a food processor. Pulse until roughly chopped, 6 to 8 short pulses. Transfer to a large bowl and set aside. Repeat with remaining three batches of mushrooms. Fit food processor with grater attachment and grate all of the Brussels sprouts. Transfer to a large bowl and set aside.";"53";"9";"False";"4";"False";"286"
"53_10";"where do I put the mushrooms after I have put them in the food processor?";"large bowl";"bowl";"fact";"equipment";"True";"True";"False";"35";"Creamy Brussels Sprout and Mushroom Lasagna Recipe";"Transfer to a large bowl and set aside.";"2";"Place 1/4 of mushrooms in the bowl of a food processor. Pulse until roughly chopped, 6 to 8 short pulses. Transfer to a large bowl and set aside. Repeat with remaining three batches of mushrooms. Fit food processor with grater attachment and grate all of the Brussels sprouts. Transfer to a large bowl and set aside.";"53";"10";"False";"6";"False";"286"
